,0
2583,"How does Meg match up to being a Middleton? From growing up in the Home Counties to starring in school plays - the VERY striking similarities between actress, 19, portraying Kate in The Crown and the future Queen "
2584,'This is what a Queen looks like': LIZ JONES says Kate's Commonwealth Day outfit shows she 'means business' - after ditching 'dowdy and safe' outfits
2585,"The stylish wives of Windsor: Kate colour co-ordinates with the Queen Consort in a £3,000 blue Erdem outfit - while Sophie stuns in a £2,535 Proenza Schouler coat dress for Commonwealth Day service"
2586,It's not quite a palace! The Crown recreates Prince William and Kate Middleton moving into a shared house at university - and celebrating with a friendly hug 
2587,The Crown: Meg Bellamy transforms into Kate Middleton with Ed McVey playing Prince William as the series recreates their time at St Andrews
2588,Right royal nicknames! The names the Windsors are rumoured to use behind closed doors with William known as 'Prince Baldy' and Kate the 'Duchess of Do-little' 
2589,The seven little-known muscle groups YOU can work on to get astonishing super toned legs like Kate
2590,Love is in the heir: The Crown recreates Kate Middleton and William meeting at St Andrews - with the 'prince' taking a cheeky second glance as pair are filmed running
2591,Watch as Kate Middleton suffers a rare awkward moment as she reaches out to shake hands with Muslim community leader - who offers a polite traditional greeting instead 
2592,Crafting with Kate: Princess of Wales dons a headscarf as she makes origami birds with young girl at Muslim Centre where locals have raised thousands for disaster relief in Turkey and Syria 
2593,"Is THIS why Royals didn't attend Lilibet's christening? Royal Household puts out tweet pointing out all the public engagements involving Charles, Camilla, Kate and William last week"
2594,How Kate mastered 'combat chic': Princess of Wales wows in functional yet glamorous outfit including £150 khaki leggings and a practical turtleneck as she carried out military drills in Salisbury
2595,"Did royals snub Lilibet's christening? Harry and Meghan's friend Omid Scobie claims King Charles, Queen Consort and William and Kate 'declined' invitation to California ceremony last Friday as Palace remains silent"
2596,Combat Kate! Princess of Wales dons camouflage for battlefield injuries training with 1st Battalion Irish Guards on her first visit as new colonel - after missing Lilibet's christening 
2597,Royally unconvincing! Polish waxwork museum is mocked for Prince William figure who looks like 'Hugh Grant after 20 Jägerbombs' - while Kate is blonde with a huge forehead
2598,"Kate reveals Prince Louis, four, asks play outside in the garden every day after school, telling his mum: 'I need to get my energy out'"
2599,Kate and Prince William 'are keen' for Prince George to have official role in King Charles' coronation - but want him to go straight back to school
2600,Perfect Princesses! Kate stuns in green Burberry suit as she and William welcome Prince Haakon and Princess Mette-Marit of Norway to Windsor Castle
2601,A royal tease! Fans go wild over moment Kate jokes with Prince William about Six Nation results at St David's Day parade - before affectionately rubbing his arm in a rare PDA
2602,Kate's tribute to the Queen: Princess donned a replica of the late monarch's brooch for St David's Day parade - after Diana and Camilla wore similar copies
2603,Repli-Kate! How the Princess of Wales recreated her 2006 outfit from Prince William's Sandhurst graduation for St David's Day parade (and even wore the same gloves!)
2604,Head over heels for Kate! Beaming Princess of Wales watches a young boy backflip during St David's Day parade - as she flies the flag in a bright red coat 
2605,"'We met a Princess'! Girl, 2, looks star-struck as she presents Kate with a gift of Daffodils for St David's Day "
2606,Princess of pedals! Kate BEATS Prince William as they go head-to-head on exercise bikes during visit to Wales (and even does it in a £20 Zara skirt and heels!)
2607,Prince William and Kate 'mull over' Prince George's role in coronation
2608,A candid Princess! Kate is blinded by a disposable camera flash as she poses for snaps in England dressing room after Six Nations win
2609,Beaming Kate makes a locker room visit to congratulate England's victorious rugby players as William consoles Wales in newly-released 'behind-the-scenes' photos after the Six Nations clash
2610,Kate takes the spoils in the battle of the Waleses! Princess cheers England to victory over Prince William's Wales as their roles as Rugby Union patrons pitch them against each other in friendly Six nations rivalry 
2611,Kate Middleton's CV: From 'backbreaking work' as a deckhand in Southampton to waitressing and working for the family business - the royal had a surprisingly normal career before joining the Firm
2612,Pastoral princesses! Unseen pictures of Diana reveal how Kate's countryside look is inspired by her late mother-in-law
2613,EPHRAIM HARDCASTLE: Princess Kate's pancake nightmare this week may have left Dame Prue Leith holding her head in her hands 
2614,Kate's pancake fail! Hilarious moment Princess of Wales tries to flip a crêpe during care home visit - and jokes 'definitely don't eat that one!' 
2615,Cashing in on Kate! Princess of Wales' sold-out £18 Zara earrings are listed by royal fans for £110 on eBay
2616,"Is this the MOST loved-up the Wales's have ever looked? From Kate's gentle tap on William's behind to their 'head-tilt gazes', a body language expert reveals the 6 signals that showed how in tune the couple were at the BAFTAs"
2617,"Kate's BAFTA makeup decoded! How the Princess of Wales 'looked more regal than ever' with 'strategic' beauty and hair products, according to experts"
2618,Revealed: How Kate Middleton made tiny tweaks to her BAFTA gown to update her look from 2019 awards 
2619,"Feeling flirty, Kate? Princess of Wales gives William a gentle tap on the behind in rare PDA as they arrive at BAFTAs, sending royal fans wild"
2620,William meets 'The King'! Prince shakes hands with Austin Butler after he wins a BAFTA for Elvis - while Kate Middleton chats with Sex Education star Emma Mackey and shares a laugh with host Alison Hammond 
2621,"How the 'Kate effect' went global: Princess's championing of unsung 'mumtrepreneur' designers sends sales soaring all over the world, writes OLIVIA DEAN"
2622,From a royal rebound for Kate to William's first love: What became of the exes the Prince and Princess of Wales dated before meeting at St Andrews 
2623,What Meghan wrote about 'Princess Kate's wedding' TWO YEARS before she met Prince Harry - and how SHE dreamt of being a 'royal rebel' rather than 'Cinderella' - debunking claims she knew nothing of royal life
2624,Thrifty Kate! Princess of Wales ups the ante on recycling outfits as she steps out in pieces she first wore as much as a DECADE ago
2625,"What became of Kate's St Andrew's prep school friends? As the Princess of Wales reunites with her former history teacher, FEMAIL takes a look at her pals' different journeys - from an actress to an owner of a glamping site"
2626,Princess of Wales IS a 'hugger'! Kate goes on a spree of cuddles after Meghan Markle claimed the 'formal' royal found her embrace at their first meeting 'jarring'
2627,"What Kate did at school! After Princess of Wales reunited with her former history master, what her other teachers had to say - from 'very conscientious' to damning with faint praise for her piano skills"
